Product_ID,Brand,Species,Product_Name,breed_size,Type,AAFCO,life_stage,complete_and_balanced,Ingredients ( protein_source),mentioned_diet_category,not_recommended_for,good_for / recommended_for,Protein (Dry Matter%),Protein (g/1000 kcal),Fat (Dry Matter%),Fat (g/1000 kcal),Fiber (Crude) (Dry Matter%),Fiber (Crude) (g/1000 kcal),Total Dietary Fiber (TDF) (Dry Matter%),Total Dietary Fiber (TDF) (g/1000 kcal),Carbohydrate (NFE) (Dry Matter%),Carbohydrate (NFE) (g/1000 kcal),Calcium (Dry Matter%),Calcium (g/1000 kcal),Phosphorus (Dry Matter%),Phosphorus (g/1000 kcal),Potassium (Dry Matter%),Potassium (g/1000 kcal),Sodium (Dry Matter%),Sodium (g/1000 kcal),Magnesium (Dry Matter%),Magnesium (g/1000 kcal),Copper (Dry Matter (mg/kg)),Copper (mg/1000 kcal),Taurine (Dry Matter%),Taurine (g/1000 kcal),Total Omega-6Fatty Acids (g/1000 kcal),Total Omega-6Fatty Acids (Dry Matter%),Total Omega-3Fatty Acids (g/1000 kcal),Total Omega-3Fatty Acids (Dry Matter%),EPA & DHA (Dry Matter%),EPA & DHA (g/1000 kcal),Vitamin C (Dry Matter%),Vitamin C (g/1000 kcal),Vitamin E (Dry Matter (IU/kg)),Vitamin E (IU/1000 kcal),Other_Vitamins,Zinc (mg/1000 kcal),Zinc (Dry Matter (mg/kg)),Vitamin D3 (IU/1000 kcal),Vitamin D3 (Dry Matter (IU/kg)),Iodine (g/1000 kcal),Iodine (Dry Matter%),Ash (g/1000 kcal),Ash (Dry Matter%),Chloride (g/1000 kcal),Chloride (Dry Matter%),Vitamin A (Dry Matter (IU/kg)),Vitamin A (IU/1000 kcal),Biotin (Dry Matter mg/kg)),Glucosamine (Dry Matter%),Glucosamine (g/1000 kcal)
RC_D_P33,Royal Canin,Dog,GASTROINTESTINAL MODERATE CALORIE,"small,medium,large",WET,,Adult,,"Pork,Rice,chicken liver,chicken","Moderate calorie,Weight Management,High Protein,Moderate Fat,Moderate Fiber,Moderate Carb","pregnancy,lactation","Gastrointestinal Health,Healthy Immune System,Skin health",31.13,78.13,13.62,34.18,3.89,9.77,7.78,19.53,44.36,111.33,1.05,2.64,0.78,1.95,0.74,1.86,0.58,1.46,0.08,0.2,17.12,4.3,0.16,0.39,4.88,1.95,1.66,0.66,0.43,1.07,,,,," B1,B3,B7,B5,B2,B6,B12,B9,D3",53.71,214,205.08,817.12,,,,,,,,,,,
RC_D_P34,Royal Canin,Dog,GASTROINTESTINAL MODERATE CALORIE,"small,medium,large",Dry,,Adult,,"Rice,chicken,corn,egg","Moderate calorie,Weight Management,Moderate Protein,Moderate Fat,Moderate Fiber,Moderate Carb","pregnancy,lactation","Gastrointestinal Health,Healthy Immune System,Skin health",25.14,63.2,12.02,30.23,2.19,5.5,7.65,19.24,52.68,132.45,1.31,3.3,0.87,2.2,0.77,1.92,0.49,1.24,0.09,0.22,16.39,4.12,0.14,0.36,7.31,2.91,1.73,0.69,0.4,1.02,,,,," B7,B5,A,B2,B3,B12,B6,B1,D3,B9",56.06,222.95,274.8,1092.9,,,,,,,,,,,
RC_D_P35,Royal Canin,Dog,GASTROINTESTINAL,"small,medium,large",CANNED,,Adult,,"Pork,chicken,salmon,Rice,pork liver","High energy,High Protein,High Fat,Moderate Fiber,Low Carb","pregnancy,lactation,Pancreatitis,Hyperlipidemia,heart failure,overweight","Gastrointestinal Health,Healthy Immune System,Skin health,Gastroenteritis",33.46,76.32,24.23,55.26,4.23,9.65,7.69,17.54,29.23,66.67,1.54,3.51,1.19,2.72,0.69,1.58,0.81,1.84,0.12,0.26,13.46,3.07,0.15,0.35,7.89,3.46,2.46,1.08,0.65,1.49,,,,," B1,B3,B7,B5,B2,B6,B12,B9,D3",41.23,180.77,377.19,1653.85,,,,,,,,,,,
RC_D_P36,Royal Canin,Dog,GASTROINTESTINAL,"small,medium,large",Dry,,Adult,,"chicken,brown rice,corn,egg","High energy,Moderate Protein,High Fat,Moderate Fiber,Moderate Carb","pregnancy,lactation,Pancreatitis,Hyperlipidemia,heart failure,overweight","Gastrointestinal Health,Healthy Immune System,Skin health,Gastroenteritis",27.17,60.9,21.74,48.72,1.85,4.14,7.28,16.32,41.2,92.33,1.3,2.92,0.98,2.19,0.76,1.71,0.46,1.02,0.1,0.22,16.3,3.65,0.16,0.37,10.77,4.8,2,0.89,0.44,0.97,,,,," B7,B5,A,B2,B3,B12,B6,B1,D3,B9",47.26,210.87,243.61,1086.96,,,,,,,,,,,
RC_D_P37,Royal Canin,Dog,GASTROINTESTINAL HIGH FIBER,"small,medium,large",CANNED,,Adult,,"Pork,chicken liver,corn,salmon,Rice","HIGH FIBER,Moderate Protein,Moderate Fat,High Fiber,Moderate Carb","pregnancy,lactation","Gastrointestinal Health,Healthy Immune System",24.68,68.29,12.13,33.56,7.53,20.83,13.4,37.04,47.7,131.94,0.96,2.66,0.71,1.97,0.88,2.43,0.96,2.66,0.08,0.23,12.97,3.59,0.13,0.35,6.94,2.5,1.97,0.71,0.46,1.27,,,,," B1,B3,B7,B5,B2,B6,B12,B9,D3",46.3,167.36,300.93,1087.87,,,,,,,,,,,
RC_D_P38,Royal Canin,Dog,GASTROINTESTINAL HIGH FIBER,"small,medium,large",Dry,,Adult,,"chicken,Rice,Pea,wheat,corn","HIGH FIBER,Moderate Protein,Moderate Fat,High Fiber,Moderate Carb","pregnancy,lactation,Pancreatitis,Hyperlipidemia,heart failure","Gastrointestinal Health,Healthy Immune System",25.14,72.35,17.49,50.33,12.35,35.55,22.95,66.06,36.5,105.06,1.2,3.46,0.8,2.3,0.87,2.52,0.49,1.42,0.1,0.31,16.4,4.72,0.14,0.41,11.48,3.99,2.14,0.74,0.36,1.04,,,,," B7,B5,A,B2,B3,B12,B6,B1,D3,B9",61.97,215.3,346.02,1202.19,,,,,,,,,,,
RC_D_P39,Royal Canin,Dog,RECOVERY,"small,medium,large",LIQUID,,Adult,Yes,"milk,soy","High protein,Recovery,High Protein,High Fat,Low Carb","pregnancy,lactation,kidney disease,proteinuria,urinary problems,kidney disease,fat intolerant,Liver failure","Proteinuria,urinary health,kidney health,Gastrointestinal Health",42.1,90.9,26.3,56.8,0,0,-,-,26.3,56.8,1,2.3,0.8,1.8,1,2.3,0.5,1,0.1,0.2,14.2,3.1,0.7,1.4,11.4,5.3,3.3,1.5,0.6,1.3,,,,," B7,B5,A,B2,B3,B12,B6,B1,D3,B9",47.7,221,318,1474,,,,,,,,,,,
RC_D_P40,Royal Canin,Dog,RECOVERY,"small,medium,large",CANNED,MG,all,,"chicken,chicken liver","Recovery,Weight Management,High Protein,High Fat,Moderate Fiber,Low Carb","kidney disease,proteinuria,urinary problems,kidney disease,Liver failure,fat intolerant,Heart Failure","Healthy Immune System,Skin health,Gastrointestinal Health",47.2,101.4,29,62.3,4.3,9.3,10.8,23.3,9.1,19.5,1.4,3.1,1.2,2.5,1,2.1,1.3,2.9,0.1,0.2,14.7,3.3,0.5,1.2,11.2,5.2,5.6,2.6,1.9,4.1,,,,," B1,B7,B3,B5,B2,B6,B12,B9,D3",52.1,242.4,186,870,,,,,,,,,,,
RC_D_P41,Royal Canin,Dog,HEPATIC,"small,medium,large",CANNED,,Adult,,"Rice,corn,chicken liver,Pork,chicken",",Moderate Protein,Moderate Fat,Low Fiber,High Carb","pregnancy,lactation","Liver Health,Skin health,aging care,Gastrointestinal Health,hepatitis",18.21,45.11,11.2,27.76,2.24,5.55,4.76,11.8,63.87,158.22,0.73,1.8,0.48,1.18,0.7,1.73,0.25,0.62,0.08,0.21,4.76,1.18,0.14,0.35,6.94,2.8,1.8,0.73,0.42,1.04,,,,," B1,B3,B7,B5,B2,B6,B12,B9,D3",63.15,254.9,208.19,840.34,,,,,,,,,,,
RC_D_P42,Royal Canin,Dog,HEPATIC,"small,medium,large",Dry,,Adult,,"Rice,brown rice,corn,soy",",Low Protein,Moderate Fat,Moderate Fiber,High Carb","pregnancy,lactation","Liver Health,Skin health,aging care,Gastrointestinal Health,hepatitis",17.48,40.75,17.48,40.75,2.08,4.84,8.2,19.1,57.16,133.21,0.77,1.78,0.55,1.27,0.87,2.04,0.22,0.51,0.1,0.23,4.37,1.02,0.15,0.36,10.32,4.43,2.11,0.9,0.44,1.02,,,,," B7,B5,A,B2,B3,B12,B6,B1,D3,B9",61.39,263.39,254.71,1092.9,,,,,,,,,,,
RC_D_P43,Royal Canin,Dog,ADVANCED MOBILITY SUPPORT + SATIETY,"small,medium,large",Dry,,Adult,,"chicken,rice,wheat,pea","MULTIFUNCTION,Weight Management,High Protein,Moderate Fat,High Fiber,Moderate Carb","pregnancy,lactation,kidney disease,proteinuria,urinary problems,kidney disease,Liver failure,active pets","Healthy Immune System,bone and joint health,Gastrointestinal Health,Skin Health",30.6,102.1,12.6,41.9,16.9,56.5,30.8,102.8,31.9,106.5,0.9,2.9,0.4,1.5,0.9,3,0.4,1.5,0.1,0.3,16.4,5.5,0.2,0.6,9.8,2.9,2.9,0.9,0.5,1.8,,,,," B7,B5,A,B3,B6,B1,B12,B2,D3,B9",72.2,216.4,365,1093,,,,,,,,,,,
RC_D_P44,Royal Canin,Dog,ADVANCED MOBILITY SUPPORT,"small,medium,large",CANNED,,Adult,,"chicken,Pork,pork liver,corn,wheat","Weight Management,High Protein,High Fat,Moderate Fiber,Low Carb","pregnancy,lactation,fat intolerant","Healthy Immune System,bone and joint health,Kidney health,Skin Health",36.4,77.7,25.9,55.3,2.7,5.8,8.2,17.5,28.6,61.2,0.8,1.7,0.8,1.7,0.8,1.7,0.4,0.9,0.1,0.2,14.1,3,0.6,1.2,8.7,4.1,1.7,0.8,0.4,1,,,,," B7,B5,A,B3,B6,B1,B12,B2,D3,B9",30.1,140.9,194,909,,,,,,,,,,,
RC_D_P45,Royal Canin,Dog,ADVANCED MOBILITY SUPPORT,"small,medium,large",Dry,,Adult,,"Rice,wheat,chicken,corn,pea","Weight Management,Moderate Protein,Moderate Fat,Moderate Fiber,Moderate Carb","pregnancy,lactation","Healthy Immune System,bone and joint health,Kidney Health,Skin Health,",27.3,68.6,13.1,32.9,3.5,8.8,10.4,26.1,49.2,123.5,0.9,2.2,0.6,1.4,0.9,2.2,0.4,1.1,0.1,0.2,16.4,4.1,0.2,0.5,6.7,2.6,2.4,0.9,0.6,1.6,,,,," B7,B5,A,B3,B6,B1,b12,B2,D3,B9",50.2,200,274,1093,,,,,,,,,,,
RC_D_P46,Royal Canin,Dog,RENAL SUPPORT EARLY CONSULT,"small,medium,large",CANNED,,Adult,,"Pork,chicken liver,chicken,Rice,wheat","Weight Management,Moderate Protein,High Fat,Moderate Fiber,Moderate Carb","pregnancy,lactation,fat intolerant","aging care,Kidney health,Skin Health,Gastrointestinal Health",28.3,60.2,26.1,55.6,2.6,5.6,7.8,16.7,37.4,79.6,0.7,1.6,0.6,1.2,0.8,1.7,0.4,0.9,0.1,0.2,14.3,3.1,0.6,1.2,9.3,4.3,1.9,0.9,0.5,1.1,,,,," B1,B7,B3,B5,B2,B6,B12,B9,D3",37,173.9,194,913,,,,,,,,,,,
RC_D_P47,Royal Canin,Dog,RENAL SUPPORT EARLY CONSULT,"small,medium,large",Dry,,Adult,,"Corn,Rice,chicken,wheat","Weight Management,Moderate Protein,Moderate Fat,Moderate Fiber,Moderate Carb","pregnancy,lactation","aging care,Kidney health,Skin Health,Gastrointestinal Health",24.6,56.5,17.5,40.2,1.5,3.5,7.6,17.6,50.4,115.8,0.9,2,0.5,1.3,0.7,1.5,0.4,0.9,0.2,0.4,16.4,3.8,0.2,0.5,9.1,3.9,2.3,1,0.5,1.3,,,,," B7,B5,A,B3,B6,B1,B12,B2,D3,B9",50.3,218.6,251,1093,,,,,,,,,,,
RC_D_P48,Royal Canin,Dog,RENAL SUPPORT + HYDROLYZED PROTEIN,"small,medium,large",Dry,,Adult,,"Rice,Soy","MULTIFUNCTION,Weight Management,Low Protein,High Fat,Moderate Fiber,High Carb","pregnancy,lactation,fat intolerant","Kidney Health,Skin Health,Gastrointestinal Health,Liver Health,Heart Health",15.3,34.2,20.8,46.4,2,4.4,7.3,16.4,56.9,127.2,0.3,0.7,0.2,0.5,0.7,1.5,0.4,0.9,0.1,0.2,16.4,3.7,0.2,0.5,10.5,4.7,2.6,1.1,0.5,1.2,,,,," B7,B5,A,B3,B6,B1,B12,B2,B9",52.7,236.1,195,874,,,,,,,,,,,
RC_D_P49,Royal Canin,Dog,RENAL SUPPORT A,"small,medium,large",Dry,,Adult,,"rice,corn","Weight Management,Low Protein,Moderate Fat,Moderate Fiber,High Carb","pregnancy,lactation,fat intolerant","aging care,Kidney health,Skin Health,heart health,Heart Health",15.3,35,19.7,45,2.8,6.5,8.7,20,58.2,133.2,0.4,1,0.2,0.5,0.6,1.5,0.4,0.9,0.1,0.2,16.4,3.7,0.2,0.5,9.7,4.2,2.3,1,0.5,1.2,,,,," B7,B5,A,B3,B6,B1,B2,D3,B9",58.2,254.6,250,546,,,,,,,,,,,
RC_D_P50,Royal Canin,Dog,RENAL SUPPORT D,"small,medium,large",CANNED,,Adult,,"chicken liver,chicken,corn,pork liver,Pork","Weight Management,Moderate Protein,High Fat,Moderate Fiber,Moderate Carb","pregnancy,lactation,fat intolerant","aging care,Kidney health,Skin Health,heart health,Heart Health",19,40.3,30,63.6,4,8.5,10,21.2,41,87,0.8,1.6,0.5,1.1,0.8,1.7,0.4,1,0.1,0.2,13,2.8,0.6,1.3,10.6,5,1.7,0.8,0.4,1,,,,," B1,B7,B3,B5,B2,B6,B12,B9,D3",36.1,170,191,850,,,,,,,,,,,
RC_D_P51,Royal Canin,Dog,RENAL SUPPORT E,"small,medium,large",CANNED,,Adult,,"Rice,Pork,chicken,chicken liver,corn","Weight Management,Low Protein,High Fat,Moderate Fiber,Moderate Carb","pregnancy,lactation,fat intolerant","aging care,Kidney health,Skin Health,heart health,Heart Health",16.2,34.5,26.5,56.5,2.9,6.3,7.4,15.7,50,106.6,0.5,1.1,0.3,0.7,0.8,1.6,0.4,0.8,0.1,0.2,10.3,2.2,0.6,1.3,13.2,6.2,1.6,0.8,0.5,1,,,,," B1,B7,B3,B5,B2,B6,B12,B9,D3",31.4,147,201,941,,,,,,,,,,,
RC_D_P52,Royal Canin,Dog,RENAL SUPPORT S,"small,medium,large",Dry,,Adult,,"Rice,corn,brown rice","Weight Management,Low Protein,Moderate Fat,Moderate Fiber,High Carb","pregnancy,lactation,fat intolerant","aging care,Kidney health,Skin Health,heart health,Heart Health",13.7,30.9,19.7,44.5,1.8,4.2,8.7,19.8,60.2,136.3,0.6,1.4,0.3,0.7,0.6,1.5,0.4,0.9,0.1,0.3,16.4,3.7,0.2,0.5,9.2,4,1.9,0.8,0.5,1.2,,,,," B7,B5,A,B3,B6,B1,B12,B2,D3,B9",56.9,251.4,247,1093,,,,,,,,,,,
RC_D_P53,Royal Canin,Dog,SMALL PUPPY,small,Dry,G,Growth,,"chicken,Rice,wheat,corn",",High Protein,High Fat,Moderate Fiber,Moderate Carb","fat intolerant,kidney disease","Brain health,Healthy Immune System,Gastrointestinal Health",33.9,76.6,21.9,49.4,2.1,4.7,7.2,16.3,32.8,74.1,1.5,3.5,1.2,2.6,0.7,1.6,0.4,1,0.1,0.2,16.4,3.7,0.5,1.2,10.4,4.6,1.5,0.7,0.3,0.7,,,,," B7,B5,A,B6,B9,B3,B12,B1,D3,B2",43.2,191.3,247,1093,,,,,,,,,,,
RC_D_P54,Royal Canin,Dog,MEDIUM PUPPY,medium,CANNED,G,Growth,,"chicken,Pork,chicken liver,Rice,wheat,pork",",High Protein,High Fat,Moderate Fiber,Low Carb","kidney disease,proteinuria,urinary problems,kidney disease,Liver failure,fat intolerant","Brain health,Healthy Immune System",38.6,82.7,27.9,59.8,2.8,6,7,14.9,21.4,45.8,1.6,3.4,1.2,2.6,0.7,1.6,0.9,2,0.1,0.2,13.9,3,0.6,1.3,10,4.7,1.8,0.8,0.5,1,,,,," B1,B3,B7,B5,B2,B6,B12,B9,D3",39.8,186.1,144.4,674,,,,,,,,,,,
RC_D_P55,Royal Canin,Dog,MEDIUM PUPPY,medium,Dry,G,Growth,,"chicken,Rice,corn,wheat",",High Protein,High Fat,Moderate Fiber,Moderate Carb","fat intolerant,kidney disease","Brain health,Healthy Immune System,Gastrointestinal Health",34.8,78.4,22.2,50,2.2,4.9,8.3,18.6,32.6,73.5,1.5,3.5,1.2,2.6,0.7,1.5,0.4,1,0.1,0.2,16.3,3.7,0.5,1.2,10.5,4.7,1.6,0.7,0.3,0.7,,,,," B7,B5,A,B3,B9,B6,B12,B1,D3,B2",42.4,188,244.9,1087,,,,,,,,,,,
RC_D_P56,Royal Canin,Dog,LARGE PUPPY,large,CANNED,G,Growth,,"chicken,Pork,chicken liver,Rice,wheat,pork",",High Protein,High Fat,Moderate Fiber,Low Carb","kidney disease,proteinuria,urinary problems,kidney disease,Liver failure,fat intolerant","Brain health,Healthy Immune System",40.9,92.7,24.6,55.9,4.4,10.1,8.4,19,21.2,48,1.6,3.6,1.2,2.7,0.8,1.8,0.7,1.7,0.1,0.2,16.3,3.7,0.5,1.2,8.9,3.9,1.9,0.8,0.4,1,,,,," B1,B3,B7,B5,B2,B6,B12,B9,D3",45.8,20.2,156.4,700,,,,,,,,,,,
RC_D_P57,Royal Canin,Dog,LARGE PUPPY,large,Dry,G,Growth,,"chicken,corn,wheat,Rice",",High Protein,Moderate Fat,Moderate Fiber,Moderate Carb",kidney disease,"Brain health,Healthy Immune System,Gastrointestinal Health",32.8,77.5,17.5,41.3,1.9,4.4,8.4,19.9,38.4,90.7,1.5,3.6,1.1,2.7,0.7,1.6,0.4,1,0.1,0.2,16.4,3.9,0.5,1.2,9.4,4,1.5,0.6,0.3,0.8,,,,," B7,B5,A,B3,B9,B6,B12,B1,D3,B2",50.6,214.2,258.4,546,,,,,,,,,,,
RC_D_P58,Royal Canin,Dog,ADULT,"small,medium,large",CANNED,,Adult,,"chicken,pork liver,Pork,corn,Rice,salmon",",High Protein,Moderate Fat,Low Fiber,Moderate Carb","pregnancy,lactation","Skin health,Healthy Immune System,Gastrointestinal Health,urinary health,kidney health",30.8,72.8,16.9,40,2.7,6.4,6.9,16.4,41.9,99.2,1.2,2.8,0.9,2.1,0.7,1.7,0.4,0.9,0.1,0.2,16.2,3.8,0.5,1.2,10,4.2,1.4,0.6,0.3,0.7,,,,," B3,B5,B7,B1,B2,B6,B12,B9,D3",50,211.5,191,808,,,,,,,,,,,
RC_D_P59,Royal Canin,Dog,ADULT SMALL DOG,small,Dry,,Adult,,"chicken,corn,Rice,brown rice,wheat",",Moderate Protein,Moderate Fat,Moderate Fiber,Moderate Carb","pregnancy,lactation","Skin health,Healthy Immune System,Gastrointestinal Health,urinary health,kidney health,Dental health",27.3,64,17.5,40.9,1.5,3.6,7.5,17.7,45.2,105.9,1,2.4,0.8,1.8,0.7,1.5,1,2.3,0.1,0.2,16.4,3.8,0.2,0.4,9.6,4.1,1.7,0.7,0.3,0.8,,,,," B3,B5,B7,B6,B2,B1,A,B12,B9,D3",45,192.4,205,874,,,,,,,,,,,
RC_D_P60,Royal Canin,Dog,ADULT,"small,medium,large",Dry,M,Adult,Yes,"Corn,chicken,Rice,brown rice",",Moderate Protein,Moderate Fat,Moderate Fiber,Moderate Carb","pregnancy,lactation","Skin health,Healthy Immune System,Gastrointestinal Health",25.1,58.5,17.5,40.7,1.5,3.6,7.5,17.5,48.4,112.6,1.2,2.8,0.9,2,0.7,1.7,0.3,0.8,0.1,0.2,16.4,3.8,0.2,0.5,9.9,4.3,1.6,0.7,0.3,0.8,,,,," B7,B5,A,B6,B3,B9,B12,B1,D3,B2",46.3,198.9,280,1202,,,,,,,,,,,
RC_D_P61,Royal Canin,Dog,ADULT LARGE DOG,large,Dry,,Adult,,"chicken,corn,Rice,wheat,brown rice",",Moderate Protein,Moderate Fat,Moderate Fiber,Moderate Carb","pregnancy,lactation","Skin health,Healthy Immune System,Gastrointestinal Health,bone and joint health",27.3,62.9,18.6,42.7,2,4.5,7.9,18.1,45.2,104.1,1,2.3,0.8,1.8,0.8,1.8,0.3,0.8,0.1,0.2,16.4,3.8,0.2,0.5,10.2,4.4,1.6,0.7,0.3,0.8,,,,," B7,B5,A,B6,B3,B9,B12,B1,D3,B2",43,18.7,277,1202,,,,,,,,,,,
RC_D_P62,Royal Canin,Dog,DENTAL SMALL DOG,small,Dry,,Adult,,"Rice,corn,chicken,wheat,pea",",Moderate Protein,Moderate Fat,Moderate Fiber,Moderate Carb","pregnancy,lactation","Skin health,Healthy Immune System,Gastrointestinal Health,Dental health",24,56.5,18.6,43.7,3.1,7.2,9.8,23.1,47.4,111.5,0.9,2,0.7,1.5,0.7,1.5,0.8,1.8,0.1,0.2,16.4,3.9,0.2,0.5,9,3.8,1.6,0.7,0.3,0.8,,,,," B3,B5,B7,B6,B2,B1,A,B12,B9,D3",52.4,223,205,874,,,,,,,,,,,
RC_D_P63,Royal Canin,Dog,DENTAL,"small,medium,large",Dry,,Adult,,"Rice,corn,chicken,wheat,pea",",Moderate Protein,Moderate Fat,Moderate Fiber,Moderate Carb","pregnancy,lactation","Skin health,Healthy Immune System,Gastrointestinal Health,Dental health,bone and joint health",24,56.2,18.6,43.4,3.2,7.4,9.8,23,48.2,112.7,0.9,2,0.7,1.5,0.7,1.5,0.4,0.8,0.1,0.2,16.4,3.8,0.2,0.5,9,3.8,1.6,0.7,0.3,0.8,,,,," B7,B5,A,B3,B6,B12,B1,D3,B2,B9,glucosamine hydrochloride",50.1,214.2,256,1093,,,,,,,,,,,
RC_D_P64,Royal Canin,Dog,WEIGHT CONTROL,"small,medium,large",CANNED,,Adult,,"chicken,pork liver,Pork,corn,salmon,Rice,wheat","Weight Management,High Protein,Moderate Fat,Moderate Fiber,Moderate Carb","pregnancy,lactation,kidney disease,proteinuria,urinary problems,kidney disease,Liver failure","Skin health,Healthy Immune System,Gastrointestinal Health,urinary health,kidney health,Less active pets",36.2,89.6,12.8,31.6,3,7.4,8.5,21.1,40.4,100.1,1,2.5,0.8,1.9,0.9,2.1,0.3,0.8,0.1,0.3,17.4,4.3,0.5,1.3,6.3,2.6,1.3,0.5,0.3,0.7,,,,," B3,B5,B7,B1,B2,B6,B12,B9,D3",52.7,212.8,198,800,,,,,,,,,,,
RC_D_P65,Royal Canin,Dog,WEIGHT CONTROL,"small,medium,large",Dry,,Adult,,"Corn,chicken,corn,barley,pea,wheat","Weight Management,High Protein,Moderate Fat,High Fiber,Moderate Carb","pregnancy,lactation,kidney disease,proteinuria,urinary problems,kidney disease,Liver failure","Skin health,Healthy Immune System,Gastrointestinal Health,Less active pets",30.6,83.5,12,32.8,7.7,20.9,18.7,51,43.3,118.1,0.9,2.4,0.7,1.8,0.7,1.8,0.3,0.9,0.1,0.3,16.4,4.5,0.2,0.5,9.2,3.4,1.8,0.6,0.3,0.9,,,,," B7,B5,A,B6,B3,B9,B12,B1,D3,B2",53.7,196.7,298,1093,,,,,,,,,,,
RC_D_P66,Royal Canin,Dog,WEIGHT CONTROL LARGE DOG,large,Dry,,Adult,,"Corn,chicken,corn,barley,pea,wheat","Weight Management,High Protein,Moderate Fat,High Fiber,Moderate Carb","pregnancy,lactation,kidney disease,proteinuria,urinary problems,kidney disease,Liver failure","Skin health,Healthy Immune System,Gastrointestinal Health,bone and joint health,Less active pets",30.6,83.8,12,32.9,7.7,21,18.6,50.9,42.8,117.4,0.9,2.4,0.7,1.8,0.7,1.8,0.4,1.2,0.1,0.3,16.4,4.5,0.2,0.6,9,3.3,1.7,0.6,0.3,0.9,,,,," B7,B5,A,B6,B3,B9,B12,B1,D3,B2,glucosamine hydrochloride",51.8,189.1,329,1202,,,,,,,,,,,
RC_D_P67,Royal Canin,Dog,MATURE CONSULT,"small,medium,large",CANNED,,Adult,,"Pork,pork liver,chicken,wheat,Rice",",High Protein,Moderate Fat,Moderate Fiber,Moderate Carb","pregnancy,lactation,kidney disease,proteinuria,urinary problems,kidney disease,Liver failure","aging care,Heart Health,Brain health,Maintain Muscle Mass,urinary health,kidney health,Kidney health",38.3,92.5,14.9,36,3.8,9.2,11.1,26.7,39.1,94.6,0.8,1.8,0.6,1.4,0.6,1.5,0.3,0.8,0.1,0.2,18.7,4.5,0.51,1.2,6.2,2.6,1.8,0.8,0.5,1.2,,,,," B3,B1,B5,B7,B2,B6,B12,B9,D3",46.2,191.5,190,787,,,,,,,,,,,
RC_D_P68,Royal Canin,Dog,MATURE CONSULT,"small,medium,large",Dry,,Adult,,"Corn,wheat,chicken,pea",",Moderate Protein,Moderate Fat,High Fiber,Moderate Carb","pregnancy,lactation","Dental health,Heart health,Brain health,Maintain Muscle Mass,Skin health,Kidney health",25.1,65.2,15.3,39.7,6.6,17,16.7,43.4,46.1,119.6,1,2.6,0.6,1.6,0.9,2.3,0.3,0.9,0.1,0.3,16.4,4.3,0.2,0.5,10,3.8,2.3,0.9,0.5,1.3,,,,," B3,B5,B7,B6,B2,B1,A,B12,B9,D3",55,212,227,874,,,,,,,,,,,
RC_D_P69,Royal Canin,Dog,MATURE CONSULT LARGE DOG,large,Dry,,Adult,,"Rice,chicken,wheat,corn,pea",",Moderate Protein,Moderate Fat,High Fiber,Moderate Carb","pregnancy,lactation","Dental health,Heart health,Brain health,Maintain Muscle Mass,bone and joint health,Kidney health",27.3,70.4,16.4,42.2,7.2,18.6,16.6,42.8,42.8,110.4,0.8,2.1,0.6,1.5,0.9,2.3,0.3,0.8,0.1,0.3,16.4,4.2,0.2,0.5,9.8,3.8,2.3,0.9,0.5,1.3,,,,," B3,B5,B7,B6,B2,B1,A,B12,B9,D3",50.7,196.7,225,874,,,,,,,,,,,
RC_D_P70,Royal Canin,Dog,URINARY TREATS,"small,medium,large",Dry,,Adult,,"Rice,corn,chicken","moderate sodium,Weight Management,Moderate Protein,Moderate Fat,Low Fiber,Moderate Carb",,"Skin health,urinary health,kidney health",21.9,51,18.6,43.3,1.6,3.8,6.1,14.3,49.3,115,0.8,1.8,0.8,1.8,0.9,2,1.3,3.1,0.1,0.2,16.4,3.8,0.2,0.5,10.1,4.3,1.4,0.6,0.2,0.6,,,,," B7,B5,A,B3,B6,B1,B12,B2,D3,B9",50.5,216.4,254.9,1093,,,,,,,,,,,
RC_D_P71,Royal Canin,Dog,HYDROLYZED PROTEIN TREATS,"small,medium,large",Dry,,Adult,,"Rice,Soy","Weight Management,Moderate Protein,Moderate Fat,Low Fiber,Moderate Carb",,"Skin health,urinary health,kidney health,Gastrointestinal Health,Dental health,Healthy Immune System",26.2,61.5,17.5,41,0.7,1.5,4.8,11.3,45.3,106.4,0.9,2.2,0.7,1.7,0.8,1.8,1.1,2.6,0.1,0.2,16.4,3.8,0.2,0.5,10.4,4.4,2.2,0.9,0.4,0.9,,,,," B3,B5,B7,B6,B2,B1,A,B12,B9",56.9,242.6,205,874,,,,,,,,,,,
RC_D_P72,Royal Canin,Dog,SATIETY TREATS,"small,medium,large",Dry,,Adult,,"chicken,pea,wheat,corn","Weight Management,High Protein,Moderate Fat,High Fiber,Moderate Carb","kidney disease,proteinuria,urinary problems,kidney disease,Liver failure","Skin health,urinary health,kidney health,healthy Immune System,bone and joint health",32.8,109.6,10.4,34.7,15.8,53,30.4,101.6,33.3,111.4,1,3.3,0.8,2.6,0.9,2.9,0.8,2.6,0.1,0.5,16.4,5.5,0.2,0.7,6.8,2,2,0.6,0.3,1.1,,,,," B3,B7,B2,B5,B6,B1,A,B12,B9,D3",66.1,197.8,365,1093,,,,,,,,,,,
